date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:38	3072/3072	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:50%20GMT	http://quaker.vpixle.com/history/	C:/wamp/www/whtt/quaker/history/index.html	(from http://quaker.vpixle.com/maintenance/)
10:44:40	3259/3259	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:48%20GMT	http://quaker.vpixle.com/troubleshooting/	C:/wamp/www/whtt/quaker/troubleshooting/index.html	(from http://quaker.vpixle.com/)
10:44:41	6447/6447	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:53%20GMT	http://quaker.vpixle.com/troubleshooting/foam/	C:/wamp/www/whtt/quaker/troubleshooting/foam/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:42	10994/10994	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:53%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:43	7427/7427	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:54%20GMT	http://quaker.vpixle.com/troubleshooting/corrosion-staining/	C:/wamp/www/whtt/quaker/troubleshooting/corrosion-staining/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:44	8665/8665	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:55%20GMT	http://quaker.vpixle.com/site-setup/machine-a.html	C:/wamp/www/whtt/quaker/site-setup/machine-a.html	(from http://quaker.vpixle.com/)
10:44:44	5464/5464	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:56%20GMT	http://quaker.vpixle.com/troubleshooting/change-in-ph/	C:/wamp/www/whtt/quaker/troubleshooting/change-in-ph/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:46	5815/5815	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:57%20GMT	http://quaker.vpixle.com/troubleshooting/odors/	C:/wamp/www/whtt/quaker/troubleshooting/odors/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:46	6765/6765	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:57%20GMT	http://quaker.vpixle.com/troubleshooting/dermatitis/	C:/wamp/www/whtt/quaker/troubleshooting/dermatitis/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:47	7847/7847	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:58%20GMT	http://quaker.vpixle.com/troubleshooting/high-product-consumption/	C:/wamp/www/whtt/quaker/troubleshooting/high-product-consumption/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:47	7845/7845	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:43:59%20GMT	http://quaker.vpixle.com/troubleshooting/poor-tool-life-part-finish/	C:/wamp/www/whtt/quaker/troubleshooting/poor-tool-life-part-finish/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:48	4568/4568	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:00%20GMT	http://quaker.vpixle.com/troubleshooting/others/	C:/wamp/www/whtt/quaker/troubleshooting/others/index.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:48	7086/7086	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:00%20GMT	http://quaker.vpixle.com/history/12-08-2012.html	C:/wamp/www/whtt/quaker/history/12-08-2012.html	(from http://quaker.vpixle.com/maintenance/)
10:44:49	7086/7086	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:01%20GMT	http://quaker.vpixle.com/history/11-08-2012.html	C:/wamp/www/whtt/quaker/history/11-08-2012.html	(from http://quaker.vpixle.com/maintenance/)
10:44:50	7086/7086	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:01%20GMT	http://quaker.vpixle.com/history/10-08-2012.html	C:/wamp/www/whtt/quaker/history/10-08-2012.html	(from http://quaker.vpixle.com/maintenance/)
10:44:50	2619/2619	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:02%20GMT	http://quaker.vpixle.com/troubleshooting/foam/15/wrong-hardware-design.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/15/wrong-hardware-design.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:51	2650/2650	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:03%20GMT	http://quaker.vpixle.com/troubleshooting/foam/15/defect-or-malfunctioning-pumps.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/15/defect-or-malfunctioning-pumps.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:52	2688/2688	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:04%20GMT	http://quaker.vpixle.com/troubleshooting/foam/15/increased-pressure,-flow,-cascade.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/15/increased-pressure,-flow,-cascade.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:53	2594/2594	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:05%20GMT	http://quaker.vpixle.com/troubleshooting/foam/15/increased-speeds-feeds.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/15/increased-speeds-feeds.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:54	2565/2565	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:06%20GMT	http://quaker.vpixle.com/troubleshooting/foam/15/fluid-level.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/15/fluid-level.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:55	2661/2661	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:06%20GMT	http://quaker.vpixle.com/troubleshooting/foam/15/air-introduced-with-filtration.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/15/air-introduced-with-filtration.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:55	2597/2597	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:07%20GMT	http://quaker.vpixle.com/troubleshooting/foam/15/soaps-are-filtered-out.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/15/soaps-are-filtered-out.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:56	2609/2609	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:08%20GMT	http://quaker.vpixle.com/troubleshooting/foam/16/tramp-oil.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/16/tramp-oil.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:57	2680/2680	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:08%20GMT	http://quaker.vpixle.com/troubleshooting/foam/16/tramp-oil-incompatibility.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/16/tramp-oil-incompatibility.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:58	2592/2592	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:09%20GMT	http://quaker.vpixle.com/troubleshooting/foam/16/carry-in-from-previous-process.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/16/carry-in-from-previous-process.html	(from http://quaker.vpixle.com/troubleshooting/)
10:44:59	2608/2608	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:11%20GMT	http://quaker.vpixle.com/troubleshooting/foam/16/cleaner.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/16/cleaner.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:01	2589/2589	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:11%20GMT	http://quaker.vpixle.com/troubleshooting/foam/16/coating-coming-in-on-parts.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/16/coating-coming-in-on-parts.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:02	2593/2593	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:14%20GMT	http://quaker.vpixle.com/troubleshooting/foam/16/poor-housekeeping.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/16/poor-housekeeping.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:03	2645/2645	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:15%20GMT	http://quaker.vpixle.com/troubleshooting/foam/16/binder-of-paper-filter-dissolves-in-the-fluid.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/16/binder-of-paper-filter-dissolves-in-the-fluid.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:05	2635/2635	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:16%20GMT	http://quaker.vpixle.com/troubleshooting/foam/16/proteins-from-(dead)-bacteria.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/16/proteins-from-(dead)-bacteria.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:06	2632/2632	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:18%20GMT	http://quaker.vpixle.com/troubleshooting/foam/17/high-concentration.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/17/high-concentration.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:11	2625/2625	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:19%20GMT	http://quaker.vpixle.com/troubleshooting/foam/17/too-low-calcium-content.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/17/too-low-calcium-content.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:12	2738/2738	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:24%20GMT	http://quaker.vpixle.com/troubleshooting/foam/17/improper-mix-preparation.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/17/improper-mix-preparation.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:13	2641/2641	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:24%20GMT	http://quaker.vpixle.com/troubleshooting/foam/17/fresh-fill-startup-issue.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/17/fresh-fill-startup-issue.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:15	2662/2662	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:26%20GMT	http://quaker.vpixle.com/troubleshooting/foam/17/excessive-evaporation.html	C:/wamp/www/whtt/quaker/troubleshooting/foam/17/excessive-evaporation.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:16	2629/2629	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:28%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/18/whole-manufacturing-line-dirty.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/18/whole-manufacturing-line-dirty.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:17	2598/2598	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:29%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/18/certain-areas-dirty.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/18/certain-areas-dirty.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:18	2617/2617	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:30%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/19/high-tramp-oil-absorbance.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/19/high-tramp-oil-absorbance.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:18	2587/2587	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:30%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/19/fungi-alive.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/19/fungi-alive.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:19	2616/2616	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:31%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/19/fungi-dead.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/19/fungi-dead.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:20	2607/2607	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:31%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/19/bacteria.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/19/bacteria.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:20	2656/2656	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:32%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/19/incompatibility-tramp-oil.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/19/incompatibility-tramp-oil.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:21	2604/2604	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:33%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/19/coating-coming-in-on-parts.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/19/coating-coming-in-on-parts.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:21	2676/2676	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:33%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/19/dried-in-emulsion.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/19/dried-in-emulsion.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:22	2658/2658	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:34%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/19/coagulated-fines/carbon/abrasive-grains.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/19/coagulated-fines/carbon/abrasive-grains.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:23	2557/2557	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:35%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/20/change-in-prior-process.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/20/change-in-prior-process.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:24	2546/2546	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:36%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/20/new-fluid-involved.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/20/new-fluid-involved.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:25	2603/2603	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:37%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/20/bad-air-handling.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/20/bad-air-handling.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:26	2688/2688	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:37%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/20/dry-in,-boric-acid-residue.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/20/dry-in,-boric-acid-residue.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:27	2652/2652	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:38%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/20/low-emulsion-temperature.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/20/low-emulsion-temperature.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:28	2569/2569	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:39%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/20/fluid-carry-in.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/20/fluid-carry-in.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:29	2617/2617	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:40%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/21/high-hardness.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/21/high-hardness.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:29	2592/2592	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:41%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/21/high-total-dissolved-solids.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/21/high-total-dissolved-solids.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:30	2615/2615	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:42%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/21/magnesium-instability.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/21/magnesium-instability.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:31	2618/2618	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:43%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/21/calcium-or-other-salts-residues.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/21/calcium-or-other-salts-residues.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:32	2648/2648	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:43%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/22/high-concentration.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/22/high-concentration.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:32	2633/2633	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:44%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/22/bad-emulsifiability.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/22/bad-emulsifiability.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:34	2601/2601	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:45%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/22/concentrate-stability.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/22/concentrate-stability.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:34	2592/2592	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:46%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/22/excessive-product-used.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/22/excessive-product-used.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:35	2644/2644	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:47%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/22/excessive-evaporation-(high-temperature).html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/22/excessive-evaporation-(high-temperature).html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:36	2645/2645	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:48%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/22/calcium-soap-formation.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/22/calcium-soap-formation.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:37	2655/2655	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:48%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/22/concentration-too-low.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/22/concentration-too-low.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:38	2600/2600	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:50%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/23/high-tramp-oil.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/23/high-tramp-oil.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:39	2610/2610	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:51%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/23/unstable-emulsion.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/23/unstable-emulsion.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:40	2613/2613	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:52%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/23/deletion-of-emulsifier.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/23/deletion-of-emulsifier.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:42	2675/2675	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:53%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/23/depletion-of-fatty-acid-by-calcium.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/23/depletion-of-fatty-acid-by-calcium.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:42	2585/2585	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:54%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/24/fungi-(alive).html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/24/fungi-(alive).html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:43	2614/2614	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:55%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/24/fungi-(dead).html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/24/fungi-(dead).html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:44	2562/2562	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:55%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/24/broken.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/24/broken.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:44	2603/2603	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:56%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/24/improperly-functioning.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/24/improperly-functioning.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:46	2593/2593	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:57%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/24/wrong-type.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/24/wrong-type.html	(from http://quaker.vpixle.com/troubleshooting/)
10:45:47	2589/2589	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Aug%202012%2008:44:59%20GMT	http://quaker.vpixle.com/troubleshooting/unacceptable-residue/24/not-suitable-filter-system.html	C:/wamp/www/whtt/quaker/troubleshooting/unacceptable-residue/24/not-suitable-filter-system.html	(from http://quaker.vpixle.com/troubleshooting/)
